id,event_id,package_id,service_id,vibe,venue,guests,provider_id,customer_id,status,request_date,location,start_time,end_time,duration,budget,special_instructions,cancel_reasons,created_at,updated_at,rating,reviews
3178,wedding,no,"service10066,service10057,service10083,service10067",friends,outdoor,339,10089,10042,pending,2023-09-15t12:33:25.251791,mumbai,2024-10-14t13:25:25.251791,2024-11-28t03:50:25.251791,1,23338,['event started on time. nothing much to complain about.'],"because of a medical emergency, we need to cancel the event arrangements.
note: unexpected family issues.",2025-01-30t23:13:25.251791,2023-07-12t18:22:25.251791,4,the event was delayed by hours. complete chaos.
3179,birthday,no,service10119,friends,indoor,698,10181,10124,booked,2024-04-08t07:31:25.251791,hyderabad,2025-06-01t12:32:25.251791,2024-07-01t16:29:25.251791,7,94234,['the event was well organized. food and music were amazing!'],"owing to budget constraints, we need to cancel the event arrangements.
note: because of a medical emergency.",2025-03-09t11:15:25.251791,2025-05-29t02:30:25.251791,3,very disappointing service. nothing went as planned.
3180,wedding,no,"service10089,service10066,service10186,service10161",friends,indoor,78,10047,10197,booked,2023-08-10t18:58:25.251791,delhi,2024-10-30t02:53:25.251791,2025-03-09t04:44:25.251791,5,75897,no,"venue is no longer available, we are no longer able to proceed with the booking.",2023-08-08t03:17:25.251791,2024-07-21t02:00:25.251791,5,the food was a big hit. so many guests asked for the caterer’s details.
3181,wedding,no,"service10072,service10150,service10050,service10058",friends,outdoor,672,10037,10185,completed,2025-04-14t11:59:25.251791,mumbai,2023-06-23t09:56:25.251791,2023-11-26t15:51:25.251791,7,89031,no,"venue is no longer available, a reschedule might happen later.",2023-06-14t21:12:25.251791,2025-05-10t06:13:25.251791,3,ambience was neutral. just okay vibes.
3182,birthday,no,"service10108,service10145,service10080,service10118,service10054,service10028,service10099,service10164",youthful,indoor,247,10029,10038,completed,2023-12-30t17:51:25.251791,hyderabad,2023-12-30t00:39:25.251791,2024-07-21t20:53:25.251791,5,11726,no,"due to unexpected personal commitments, an internal discussion delayed the decision.
note: event got postponed.",2024-11-27t20:11:25.251791,2024-10-28t13:41:25.251791,1,the event was delayed by hours. complete chaos.
3183,wedding,no,"service10174,service10097,service10142,service10194,service10107,service10045,service10012",youthful,outdoor,212,10193,10038,booked,2024-08-11t09:42:25.251791,delhi,2025-04-26t09:25:25.251791,2024-05-12t15:43:25.251791,7,66244,['the event was delayed by hours. complete chaos.'],"because of a medical emergency, an internal discussion delayed the decision.
note: owing to budget constraints.",2024-06-30t07:36:25.251791,2023-10-24t20:43:25.251791,5,the food was a big hit. so many guests asked for the caterer’s details.
3184,wedding,package10024,"n,o",family,indoor,494,10058,10132,completed,2025-04-16t05:34:25.251791,delhi,2024-08-06t06:04:25.251791,2024-04-08t20:47:25.251791,2,64235,no,"event got postponed, an internal discussion delayed the decision.
note: event got postponed.",2025-05-12t09:49:25.251791,2024-10-22t08:21:25.251791,2,decorations were decent. could have been more colorful.
3185,wedding,no,service10174,family,indoor,332,10147,10197,booked,2024-07-06t02:53:25.251791,mumbai,2025-03-02t09:38:25.251791,2023-11-22t03:24:25.251791,3,21878,['venue was clean and beautifully decorated. superb experience overall.'],"owing to budget constraints, details are being re-evaluated by stakeholders.
note: as travel plans have changed.",2024-05-06t11:26:25.251791,2024-02-12t00:01:25.251791,5,food was average. service was prompt though.
3186,birthday,no,service10180,youthful,indoor,281,10054,10071,pending,2023-09-23t17:24:25.251791,hyderabad,2025-02-10t18:03:25.251791,2025-02-05t21:24:25.251791,7,19095,['the team took care of every small detail. kudos to the decorators!'],"we had to move the event location, we need to cancel the event arrangements.",2025-02-16t17:36:25.251791,2025-05-07t16:27:25.251791,3,very disappointing service. nothing went as planned.
3187,wedding,package10019,"n,o",youthful,indoor,619,10104,10004,cancelled,2025-01-19t04:20:25.251791,delhi,2023-09-06t07:09:25.251791,2023-10-13t04:16:25.251791,2,96644,"['nothing extraordinary, but not bad either. guests were satisfied.']","venue is no longer available, event got merged with another celebration.
note: because of a medical emergency.",2024-05-23t16:13:25.251791,2023-11-13t06:53:25.251791,1,music could have been better. rest was fine.
3188,birthday,no,"service10053,service10105,service10050,service10094,service10116,service10136,service10176,service10108",friends,outdoor,79,10080,10042,pending,2023-09-29t04:55:25.251791,delhi,2023-08-23t01:47:25.251791,2023-06-20t03:19:25.251791,8,21665,"['a regular experience. not too impressed, not too upset.']","because of a medical emergency, we will reach out when ready to rebook.
note: venue is no longer available.",2024-04-16t08:27:25.251791,2024-06-27t09:35:25.251791,4,overpriced for such poor execution. utterly dissatisfied.
3189,birthday,package10136,"n,o",friends,outdoor,636,10024,10197,completed,2023-11-01t12:35:25.251791,hyderabad,2024-12-08t22:26:25.251791,2024-12-05t16:44:25.251791,9,10460,no,"as travel plans have changed, we will reach out when ready to rebook.",2024-03-01t03:58:25.251791,2025-05-29t03:10:25.251791,3,the team took care of every small detail. kudos to the decorators!
3190,wedding,package10076,"n,o",friends,indoor,2,10107,10148,pending,2024-11-08t02:15:25.251791,hyderabad,2024-03-21t07:32:25.251791,2024-09-10t05:07:25.251791,4,74178,['it was an okay event. some things could have been better.'],"due to scheduling conflicts, we will reach out when ready to rebook.
note: venue is no longer available.",2025-03-02t07:39:25.251791,2023-12-02t14:36:25.251791,5,entertainment options were amazing! kids had so much fun.
3191,wedding,package10106,"n,o",family,indoor,429,10063,10064,cancelled,2024-09-30t21:32:25.251791,hyderabad,2024-06-28t08:57:25.251791,2023-08-21t06:09:25.251791,8,82235,['food was cold and stale. guests were unhappy.'],"we had to move the event location, we are no longer able to proceed with the booking.
note: as travel plans have changed.",2023-07-24t19:13:25.251791,2023-09-01t19:29:25.251791,3,wonderful experience! guests were all praise for the arrangements.
3192,wedding,no,"service10058,service10013,service10075,service10085,service10063,service10157,service10019,service10039,service10095",youthful,outdoor,529,10028,10025,pending,2024-10-27t04:52:25.251791,hyderabad,2023-12-15t22:43:25.251791,2023-09-14t12:15:25.251791,10,83023,no,"unexpected family issues, event got merged with another celebration.",2024-08-09t00:51:25.251791,2024-11-26t05:18:25.251791,3,music could have been better. rest was fine.
3193,wedding,no,"service10078,service10160,service10003,service10079,service10121,service10149,service10075,service10142,service10122",family,outdoor,695,10150,10124,completed,2024-04-04t01:34:25.251791,mumbai,2023-07-12t07:16:25.251791,2024-03-22t02:46:25.251791,1,23859,['wonderful experience! guests were all praise for the arrangements.'],"we had to move the event location, an internal discussion delayed the decision.",2024-10-10t19:35:25.251791,2023-07-08t00:04:25.251791,4,everything was just perfect! the decorations exceeded expectations.
3194,wedding,no,"service10091,service10018,service10014,service10002,service10066,service10150,service10184",youthful,indoor,100,10121,10125,cancelled,2023-10-08t11:05:25.251791,hyderabad,2024-10-04t13:18:25.251791,2023-12-05t15:56:25.251791,1,72842,['very disappointing service. nothing went as planned.'],"weather conditions are not favorable, we will reach out when ready to rebook.
note: we had to move the event location.",2024-04-10t11:39:25.251791,2024-03-22t00:33:25.251791,4,event started on time. nothing much to complain about.
3195,birthday,package10147,"n,o",family,indoor,687,10021,10044,pending,2024-08-24t21:43:25.251791,hyderabad,2024-02-29t19:02:25.251791,2024-01-25t22:53:25.251791,6,75111,['decorations were decent. could have been more colorful.'],"weather conditions are not favorable, we have to pause all related activities for now.",2024-09-12t12:04:25.251791,2023-10-29t13:30:25.251791,4,ambience was neutral. just okay vibes.
3196,birthday,no,"service10164,service10053,service10160,service10057,service10099",family,outdoor,654,10135,10042,pending,2023-08-27t01:59:25.251791,hyderabad,2023-11-09t22:16:25.251791,2025-01-18t10:37:25.251791,4,82744,no,"as travel plans have changed, the guest list drastically changed.
note: due to unexpected personal commitments.",2025-02-27t00:13:25.251791,2024-02-27t01:48:25.251791,3,the event was delayed by hours. complete chaos.
3197,wedding,no,"service10100,service10109,service10106,service10121,service10150,service10090,service10058,service10133,service10094,service10081",youthful,indoor,227,10099,10200,pending,2023-10-03t23:13:25.251791,mumbai,2024-01-08t23:28:25.251791,2024-08-27t16:49:25.251791,3,85362,['it was an okay event. some things could have been better.'],"venue is no longer available, we are no longer able to proceed with the booking.
note: weather conditions are not favorable.",2024-07-07t14:19:25.251791,2024-07-23t17:09:25.251791,1,overpriced for such poor execution. utterly dissatisfied.
3198,wedding,no,"service10156,service10085,service10067,service10106,service10150,service10119",family,outdoor,781,10116,10155,booked,2023-06-23t15:17:25.251791,hyderabad,2024-07-10t12:44:25.251791,2024-03-30t05:45:25.251791,1,23127,no,"weather conditions are not favorable, a new organizer has taken over planning.
note: due to scheduling conflicts.",2023-06-13t12:06:25.251791,2024-05-28t15:41:25.251791,5,decorations were decent. could have been more colorful.
3199,birthday,no,"service10085,service10029,service10101,service10027",friends,indoor,796,10142,10185,pending,2025-04-16t22:37:25.251791,hyderabad,2025-04-22t02:57:25.251791,2024-08-05t21:22:25.251791,4,85680,no,"weather conditions are not favorable, an internal discussion delayed the decision.
note: weather conditions are not favorable.",2024-04-21t13:19:25.251791,2023-06-09t07:32:25.251791,5,the team took care of every small detail. kudos to the decorators!
3200,wedding,no,"service10164,service10083,service10156",family,outdoor,145,10149,10169,cancelled,2024-09-03t06:12:25.251791,hyderabad,2025-05-01t04:36:25.251791,2023-11-30t00:26:25.251791,5,93488,no,"due to unexpected personal commitments, we are no longer able to proceed with the booking.
note: unexpected family issues.",2024-12-14t02:24:25.251791,2024-02-02t15:13:25.251791,2,venue was clean and beautifully decorated. superb experience overall.
3201,birthday,package10081,"n,o",friends,outdoor,578,10150,10059,cancelled,2023-10-05t08:34:25.251791,mumbai,2024-03-27t14:29:25.251791,2024-03-30t08:18:25.251791,1,23621,no,"due to unexpected personal commitments, details are being re-evaluated by stakeholders.",2024-11-30t15:40:25.251791,2023-10-26t12:12:25.251791,5,unprofessional staff. would not recommend to anyone.
3202,birthday,no,"service10111,service10076,service10092,service10170,service10002",family,outdoor,599,10105,10020,booked,2024-01-15t02:23:25.251791,mumbai,2024-01-30t03:16:25.251791,2024-07-10t22:31:25.251791,5,22691,no,"event got postponed, a new organizer has taken over planning.
note: weather conditions are not favorable.",2023-11-11t13:09:25.251791,2024-01-18t13:20:25.251791,5,everything was just perfect! the decorations exceeded expectations.
3203,wedding,package10181,"n,o",friends,indoor,476,10002,10200,cancelled,2023-06-26t09:25:25.251791,hyderabad,2023-09-11t01:10:25.251791,2024-02-20t22:58:25.251791,7,83734,no,"we had to move the event location, details are being re-evaluated by stakeholders.",2024-03-31t11:21:25.251791,2025-02-11t03:49:25.251791,2,music could have been better. rest was fine.
3204,birthday,no,service10045,family,indoor,877,10156,10197,completed,2023-08-21t19:30:25.251791,hyderabad,2023-11-16t18:26:25.251791,2024-06-12t03:10:25.251791,9,78704,"[""dj didn't show up on time. party mood was ruined.""]","due to unexpected personal commitments, we have to pause all related activities for now.",2023-07-01t18:54:25.251791,2024-08-19t22:21:25.251791,1,basic expectations met. but lacked a wow factor.
3205,birthday,package10094,"n,o",youthful,indoor,659,10137,10125,completed,2023-12-14t16:51:25.251791,delhi,2023-07-04t06:51:25.251791,2023-08-04t11:23:25.251791,7,36329,no,"venue is no longer available, the guest list drastically changed.",2025-05-28t04:32:25.251791,2024-01-24t06:10:25.251791,2,the event was well organized. food and music were amazing!
3206,birthday,no,"service10075,service10122,service10170,service10199,service10160",friends,indoor,960,10167,10155,completed,2025-01-26t19:41:25.251791,mumbai,2024-03-19t19:19:25.251791,2024-07-07t05:41:25.251791,2,17233,no,"as travel plans have changed, we will reach out when ready to rebook.",2024-05-01t01:30:25.251791,2024-10-20t08:04:25.251791,2,worst experience ever. regret booking with them.
3207,birthday,package10062,"n,o",youthful,outdoor,612,10147,10169,pending,2024-11-09t04:00:25.251791,mumbai,2023-06-21t12:20:25.251791,2023-06-14t22:16:25.251791,2,39634,['everything was just perfect! the decorations exceeded expectations.'],"unexpected family issues, details are being re-evaluated by stakeholders.
note: unexpected family issues.",2025-01-28t11:03:25.251791,2025-03-26t22:34:25.251791,4,ambience was neutral. just okay vibes.
3208,birthday,package10161,"n,o",friends,indoor,880,10099,10025,pending,2024-03-03t11:21:25.251791,delhi,2025-01-12t05:08:25.251791,2023-11-01t12:18:25.251791,4,35250,"['nothing extraordinary, but not bad either. guests were satisfied.']","because of a medical emergency, a reschedule might happen later.",2024-01-04t23:49:25.251791,2024-08-19t06:48:25.251791,2,basic expectations met. but lacked a wow factor.
